column,value,label_value,count,count_share,label_count,label_share,date
other_airport_accessmode,9.0,TAXI,1,0.023809523809523808,1.0,0.023809523809523808,2024-10-02
reverse_commute_mode,13.0,Get in a parked vehicle and drive alone,18,0.6666666666666666,18.0,0.6666666666666666,2024-10-02
reverse_commute_mode,12.0,Picked up by car by family/friend,4,0.14814814814814814,4.0,0.14814814814814814,2024-10-02
reverse_commute_mode,17.0,Airport flyer shuttle,3,0.1111111111111111,3.0,0.1111111111111111,2024-10-02
reverse_commute_mode,15.0,Get in a parked vehicle and ride with other traveler(s),2,0.07407407407407407,2.0,0.07407407407407407,2024-10-02
main_transit_mode,3,None of the above,115,0.9663865546218487,115.0,0.9663865546218487,2024-10-03
main_transit_mode,MTS_1_992,MTS Route 992,2,0.01680672268907563,2.0,0.01680672268907563,2024-10-03
main_transit_mode,SDA_1_FLYER,Airport flyer shuttle,2,0.01680672268907563,2.0,0.01680672268907563,2024-10-03
main_mode,10.0,Uber/Lyft,46,0.4,46.0,0.4,2024-10-03
main_mode,12.0,Dropped off by car by family/friend,37,0.3217391304347826,37.0,0.3217391304347826,2024-10-03
main_mode,19.0,Rental car: Dropped off at rental agency,8,0.06956521739130435,8.0,0.06956521739130435,2024-10-03
main_mode,13.0,Drove alone and parked,7,0.06086956521739131,7.0,0.06086956521739131,2024-10-03
main_mode,14.0,Drove with others and parked,6,0.05217391304347826,6.0,0.05217391304347826,2024-10-03
main_mode,21.0,Hotel shuttle van,5,0.043478260869565216,5.0,0.043478260869565216,2024-10-03
main_mode,27.0,Rental car: Picked up at rental agency,1,0.008695652173913044,1.0,0.008695652173913044,2024-10-03
main_mode,23.0,Picked up by car by family/friend,1,0.008695652173913044,1.0,0.008695652173913044,2024-10-03
main_mode,22.0,Other shared van (please specify),1,0.008695652173913044,1.0,0.008695652173913044,2024-10-03
main_mode,30.0,Other public transit,1,0.008695652173913044,1.0,0.008695652173913044,2024-10-03
main_mode,24.0,Get in a parked vehicle and drive alone,1,0.008695652173913044,1.0,0.008695652173913044,2024-10-03
main_mode,11.0,Car service/black car/limo/executive car,1,0.008695652173913044,1.0,0.008695652173913044,2024-10-03
access_mode,12.0,Dropped off by car by family/friend,2,0.5,2.0,0.5,2024-10-03
access_mode,1.0,Walk,1,0.25,1.0,0.25,2024-10-03
access_mode,10.0,Uber/Lyft,1,0.25,1.0,0.25,2024-10-03
reverse_mode,10.0,Uber/Lyft,19,0.41304347826086957,19.0,0.41304347826086957,2024-10-03
reverse_mode,12.0,Dropped off by car by family/friend,11,0.2391304347826087,11.0,0.2391304347826087,2024-10-03
