origin_latitude,origin_longitude,municipal_zone
32.7647339999997,-116.961031,5
32.6565119999999,-116.977316,4
33.165253,-117.309901999999,6
32.789472,-117.108795,3
32.956462,-117.024038,3
32.745404,-117.242832,2
37.507159,-122.260521999999,
32.8049889999999,-117.237277,3
32.7494829999997,-117.18319,2
32.6611079999998,-116.952862,4
32.8085499999997,-117.049985,3
37.563392,-122.325411,
32.7656449999999,-117.240424,3
32.775188,-117.026598,5
32.734965,-117.235789,2
32.9594889999997,-117.265314,3
32.71193,-117.160326,1
32.756677,-117.114628,2
32.642318,-117.08677,4
32.730862,-117.124108,2
33.317841,-117.320511999999,6
32.765731,-117.199996,3
32.716155,-117.160386,1
32.8581999999997,-117.248551,3
32.9656999999997,-117.114709,3
32.7411,-117.130089,2
33.087733,-117.259761999999,6
33.538207,-117.159334,
33.4934239999997,-117.148815,
32.8572709999997,-116.922248,5
32.740749,-117.176514,2
32.7934589999998,-116.965132,5
32.745688,-117.162398,2
32.6309329999998,-117.064676,4
32.7452559999998,-117.216281,2
32.951644,-117.252805,3
32.763292,-117.18328,3
32.800096,-116.958957,5
33.317841,-117.320511999999,6
32.630968,-117.069968,4
32.628148,-117.077236,4
32.709026,-117.042101,2
33.1214969999997,-117.070487,7
32.6374759999999,-117.075937,4
32.5552959999998,-117.046426999999,4
32.6745689999997,-115.496488,
32.71801,-117.161244,1
32.9196159999997,-117.139112999999,3
32.827173,-117.135582,3
32.8595789999997,-117.251824,3
32.704008,-117.157661,2
32.7494289999999,-117.066345,2
32.6794039999997,-117.101749,2
33.357382,-117.242105,7
33.697955,-117.186003,
32.618141,-117.00897,4
32.7438199999999,-117.032684,5
32.5220759999997,-117.051589,
33.1433719999999,-117.166144,7
32.7192829999997,-117.164569,1
33.216813,-117.03525,7
33.0786549999997,-116.601963,8
33.0160699999999,-117.113629,3
32.6378429999997,-117.085682,4
33.0343019999997,-117.081017,3
32.857813,-117.2522,3
33.200572,-117.381885999999,6
32.9196159999997,-117.139112999999,3
32.704185,-117.127567,2
32.624538,-115.452262,
32.624538,-115.452262,
33.205184,-117.394544,6
32.9068419999999,-117.145902,3
33.1704009999999,-117.347654,6
32.7572049999999,-117.147063,2
32.744774,-116.998915999999,5
39.873843,-121.681077,
32.642653,-117.097174,4
31.415205,-103.509731,
33.160454,-117.255792,6
33.037638,-116.876538,5
33.5539139999999,-117.213922999999,
32.7558259999999,-117.197261,2
32.796871,-117.255346,3
32.704008,-117.157661,2
33.205184,-117.394544,6
33.317841,-117.320511999999,6
33.74752,-116.971968,
33.220928,-117.259154,6
32.754739,-117.19768,2
32.6469349999999,-117.026711,4
32.9511019999999,-117.199911,3
33.138036,-117.067227,7
32.7947729999999,-116.962526,5
33.188557,-117.373352999999,6
32.7009159999999,-117.141478,2
32.8049839999999,-117.223935,3
32.7573,-117.083631999999,2
32.8738839999999,-116.970277,5
32.6331479999999,-117.080922,4
33.0324749999999,-117.280779,6
32.651755,-116.978179,4
33.467036,-117.125973,
32.852949,-117.203259,3
32.610666,-117.080594,4
32.816673,-117.006572,5
33.1972179999999,-117.379257999999,6
32.545105,-117.041112,4
32.713971,-117.173401,1
32.6574019999999,-116.984095,4
32.943336,-117.229764,3
32.749687,-117.1296,2
33.139442,-117.166202,7
32.7188459999999,-117.160197999999,1
32.636391,-116.98599,4
33.2522049999999,-117.267461999999,6
33.126455,-117.321099,6
32.715741,-117.161075,1
32.724339,-117.230396,2
33.1934049999999,-117.380258,6
32.9594889999999,-117.265314,3
32.683354,-117.071524999999,2
32.813609,-117.105814,3
33.13322,-117.157492,7
32.7496379999999,-117.10696,2
32.772027,-117.070275,2
33.102772,-117.266396,6
32.791569,-117.167649999999,3
32.836371,-117.085575,3
33.068519,-117.276725,6
32.847678,-117.274114,3
32.836058,-116.97942,5
32.8457269999999,-116.90814,5
32.678108,-117.099196,2
32.749208,-117.087199,2
32.791837,-117.199996,3
33.12731,-117.227399,7
32.962823,-117.035864,3
32.7171809999999,-117.165989999999,1
32.678108,-117.099196,2
32.629781,-117.073537,4
33.467782,-117.108414999999,
32.71298,-117.160891,1
32.9867679999999,-117.273112,6
32.9283009999999,-116.568031,8
33.4934239999999,-117.148815,
32.832354,-117.279483,3
32.7820579999999,-117.101141,3
32.8198399999999,-117.245949999999,3
32.694602,-117.059728,2
33.193728,-117.370806,6
32.7440429999999,-117.209964,2
32.812277,-116.950560999999,5
32.685901,-117.17986,2
32.524563,-117.045158,
33.113641,-117.227939,6
32.8294349999999,-117.16302,3
33.1552009999999,-117.348874,6
32.9656939999999,-117.114824,3
32.749183,-116.936518,5
32.7241489999999,-117.168385,1
32.8263839999999,-117.179284999999,3
33.161779,-117.33452,6
33.135547,-117.333653,6
32.707554,-117.159878,1
32.7014179999999,-117.146957,2
33.1192059999999,-117.086421,7
32.7824079999999,-117.122371,3
32.6162589999999,-117.073632,4
32.921011,-117.125614,3
33.317841,-117.320511999999,6
32.752774,-117.116275,2
32.8570989999999,-117.257462,3
32.965819,-117.114937,3
32.724746,-117.129416,2
32.9550709999999,-117.246305,3
32.967086,-117.148539,3
33.1234049999999,-117.07134,7
33.1433719999999,-117.166144,7
33.199545,-117.358801,6
32.4763639999999,-116.973752,
33.158093,-117.350593,6
32.824784,-117.190361999999,3
32.6130459999999,-117.072354,4
32.763491,-117.119829999999,2
33.040911,-117.273145,6
32.8667599999999,-117.227532999999,3
32.7683019999999,-117.02636,5
32.7268019999999,-117.236217,2
32.623685,-117.043893999999,4
32.8704219999999,-117.20996,3
33.195869,-117.379482999999,6
32.687105,-117.119103,2
32.545299,-117.030612,4
32.937341,-117.236022,3
32.5860249999999,-117.04124,4
32.7671989999999,-117.021451,5
32.9660749999999,-117.115092,3
33.1433719999999,-117.166144,7
32.8255669999999,-117.193738,3
33.35376,-117.245296999999,7
32.831805,-117.082386,3
32.76709,-117.16235,3
32.7272019999999,-117.124909,2
38.408799,-121.371617,
33.0405149999999,-117.289499,6
32.9253679999999,-117.156136,3
32.720418,-117.158609,1
32.7296699999999,-117.251247,2
33.559739,-117.208208,
32.734723,-117.125061,2
32.8624009999999,-116.971095,5
32.9219879999999,-117.101603999999,3
32.744774,-116.998915999999,5
32.933385,-117.124225999999,3
32.9203339999999,-117.140558,3
32.711739,-117.061755,2
32.791837,-117.199996,3
33.452244,-117.089084,
33.1684509999999,-117.223434999999,7
32.7253339999999,-117.163396,2
32.796671,-117.089692,3
32.7707839999999,-117.069907,2
32.7558259999999,-117.197261,2
32.731687,-117.129493,2
32.67154,-117.090732,2
33.1544809999999,-117.156479,7
33.169527,-117.340064,6
31.8667419999999,-116.596371,
33.206477,-117.391006,6
32.811357,-116.955952999999,5
32.514946,-117.038247,
33.3764189999999,-117.251146,7
32.752659,-116.940717,5
32.7481009999999,-117.246413,2
32.4886509999999,-116.998739,
32.701309,-117.145281,2
33.66727,-117.323179,
32.8590599999999,-117.204475,3
32.791837,-117.199996,3
32.547567,-117.052262,4
32.7661319999999,-117.11814,2
32.8205859999999,-117.192943,3
32.7676269999999,-117.142537,3
33.038125,-117.288386,6
32.847552,-115.569439,
32.793508,-117.061743,3
32.603634,-117.054284,4
32.745648,-117.129416,2
32.7587589999999,-117.183131,3
33.4934239999999,-117.148815,
32.771475,-117.061589,2
33.158093,-117.350593,6
33.1192059999999,-117.086421,7
33.16127,-117.345074999999,6
33.606082,-117.666618,
33.1192059999999,-117.086421,7
32.802771,-117.234865,3
32.7813329999999,-116.947896,5
32.714201,-117.132501,2
32.798068,-116.963401,5
32.8461959999999,-117.24687,3
33.575654,-117.17569,
33.0369859999999,-117.291981,6
33.555306,-117.217076,
33.022492,-117.283357,6
32.68235,-117.042388,2
32.722586,-117.156277,1
32.755208,-117.141302999999,2
33.230674,-117.026307,7
32.6315,-117.073105,4
32.7973879999999,-117.251853,3
32.8138519999999,-117.202153,3
33.195689,-117.378992,6
32.9511979999999,-117.237483999999,3
32.7362449999999,-117.247975999999,2
33.1272319999999,-117.13223,7
33.124039,-117.062869,7
32.786344,-117.199764,3
32.75589,-117.185987999999,2
33.2661129999999,-117.303462,6
33.1569709999999,-117.129052,7
32.7334719999999,-117.201115,2
32.8624489999999,-116.973665,5
33.109628,-117.269791,6
32.7929579999999,-117.097613,3
32.7142139999999,-117.148697,1
32.797345,-117.087289,3
32.758481,-117.140304,2
32.816076,-117.105046,3
32.7806939999999,-117.171183,3
32.797961,-116.967706,5
32.791837,-117.199996,3
32.7727829999999,-117.08134,2
32.5796989999999,-117.111374,4
32.803775,-117.046048,3
32.8255649999999,-117.103556,3
32.765849,-117.12599,2
32.529021,-117.068668,
33.134669,-117.070342,7
33.164529,-117.349406,6
32.528474,-117.117084,
32.9577969999999,-117.141617999999,3
33.013244,-117.078619,3
33.0957179999999,-117.1991,6
33.12413,-117.19851,7
32.956381,-117.040679,3
32.699505,-117.096673999999,2
32.7558259999999,-117.197261,2
33.0136249999999,-117.120247,3
32.6966269999999,-117.103387,2
32.807262,-117.218117,3
32.7947729999999,-116.962526,5
32.7526709999999,-117.127337,2
32.9596629999999,-117.265206,3
32.5443179999999,-117.029064,4
33.0642569999997,-117.301367,6
32.7264449999998,-117.223534,2
32.763491,-117.119829999999,2
32.876232,-116.938406,5
32.7652369999999,-117.150581,3
33.161898,-117.348426,6
32.725918,-117.171679,2
32.7251139999997,-117.22834,2
32.9346669999997,-117.060582,3
32.701067,-117.114918,2
33.207363,-117.372043,6
32.7575739999997,-117.083398,2
32.684843,-117.130015,2
32.720418,-117.158609,1
32.3613819999999,-117.05085,
36.600237,-121.894676,
32.711765,-117.166708,1
32.7092409999998,-117.159335,1
32.829528,-117.276698,3
32.8284969999998,-117.144066,3
32.6809689999997,-117.17832,2
32.7355149999999,-117.17717,2
32.9017899999997,-117.243799999999,3
32.9254279999997,-117.104391,3
32.7015719999998,-117.09026,2
32.724291,-117.168341,1
32.718699,-117.157846,1
32.519277,-117.018666999999,
33.092108,-117.264720999999,6
32.807262,-117.218117,3
32.873131,-117.215772,3
32.938259,-117.197703,3
32.870618,-117.225492,3
32.7574219999997,-117.147288,2
32.789917,-117.252782999999,3
32.7097139999997,-117.158877,1
32.754002,-117.215498,2
33.194692,-117.382893,6
32.978656,-115.530266999999,
32.7264449999997,-117.223534,2
32.881168,-117.23436,3
32.6583249999997,-117.03529,4
32.713486,-117.157196,1
32.7162039999997,-117.16155,1
32.7159419999997,-117.164464,1
32.7572199999997,-117.13638,2
32.6971729999999,-117.197813,2
32.692585,-114.628666999999,
32.8432689999999,-115.593881,
32.725703,-117.227675,2
32.514946,-117.038247,
33.4564919999997,-117.106652999999,
32.856338,-117.254434,3
32.4873839999998,-116.949766999999,
32.704008,-117.157661,2
49.287728,-123.112756,
32.809407,-117.259356,3
32.7242499999997,-117.129531,2
32.727068,-117.19786,2
32.514946,-117.038247,
32.797899,-117.217568,3
32.7656449999999,-117.240424,3
32.758465,-117.198098,2
32.7995239999997,-117.25792,3
33.158093,-117.350593,6
33.1146389999997,-117.102067,7
32.8115549999998,-117.266668,3
33.214523,-117.38742,6
32.7585369999997,-117.182286,3
33.195869,-117.379482999999,6
33.195869,-117.379482999999,6
32.709114,-117.166233,1
32.881168,-117.23436,3
32.7363789999999,-117.013339,5
33.154567,-117.351211,6
32.727068,-117.19786,2
32.7251139999997,-117.22834,2
32.722372,-117.165195,1
32.7609479999999,-117.188816,3
32.7000299999997,-117.246683,2
32.7634979999998,-117.120357,2
32.716036,-117.167002,1
32.7439589999997,-117.200419999999,2
32.74994,-117.24807,2
32.9594889999997,-117.265314,3
33.1223189999997,-117.281244,6
33.158093,-117.350593,6
33.363191,-117.084785,7
32.709493,-117.159651999999,1
32.725918,-117.171679,2
33.7101169999997,-117.853033999999,
32.772796,-117.033181,5
32.6400539999999,-117.084194999999,4
32.8453179999998,-117.275471,3
32.710188,-117.168327,1
32.5805229999999,-117.116322,4
32.7700109999997,-117.160174,3
32.78994,-117.167553,3
33.1433719999999,-117.166144,7
32.7656449999999,-117.240424,3
32.7264449999997,-117.223534,2
32.704008,-117.157661,2
33.1192059999997,-117.086421,7
32.704008,-117.157661,2
32.710188,-117.168327,1
32.7721459999999,-117.246919,3
33.5539139999998,-117.213922999999,
32.709114,-117.166233,1
32.8037649999998,-117.216891,3
32.720418,-117.158609,1
32.808641,-117.265938,3
32.758822,-117.175124,3
32.748226,-117.147119,2
32.6926509999997,-114.627691,
32.710188,-117.168327,1
32.7392169999997,-117.196847,2
32.56062,-116.987154,4
33.157429,-117.349894,6
32.7604019999999,-117.188697,3
33.97495,-117.365574,
32.727068,-117.19786,2
32.847174,-117.275362,3
32.733201,-117.18966,2
32.710188,-117.168327,1
34.096676,-117.719778,
33.1223189999997,-117.281244,6
34.096676,-117.719778,
32.8074179999997,-117.253243,3
32.7862689999997,-116.831266,5
32.992635,-116.99811,3
32.712823,-117.158604999999,1
32.7587589999997,-117.183131,3
32.775274,-117.240122,3
32.710188,-117.168327,1
32.6792379999997,-117.097342,2
32.8108319999997,-117.148634,3
32.7279339999997,-117.250797,2
32.710188,-117.168327,1
32.686816,-117.181202,2
32.710188,-117.168327,1
32.8113049999997,-117.237267,3
33.2070399999999,-117.387300999999,6
32.710188,-117.168327,1
32.760648,-117.106657,2
32.723137,-117.170956,1
32.5123609999998,-117.116947999999,
32.721209,-117.170554999999,1
32.736676,-117.013585,5
32.722372,-117.165195,1
32.724504,-117.167548,1
32.8549569999998,-117.258196,3
32.775274,-117.240122,3
32.775274,-117.240122,3
32.709114,-117.166233,1
32.79561,-117.257690999999,
32.727068,-117.19786,2
32.7496829999997,-117.176187,2
32.6152739999999,-116.997851999999,4
32.5105569999998,-117.024261999999,
32.727068,-117.19786,2
32.725918,-117.171679,2
32.7587589999997,-117.183131,3
32.743284,-117.228635,2
32.7057709999998,-117.248973,2
32.962823,-117.035864,3
32.893213,-117.067639,3
32.7700109999997,-117.160174,3
32.724504,-117.167548,1
32.7585899999997,-117.133506999999,2
32.747863,-117.164709,2
32.7272099999999,-117.111361,2
32.870618,-117.225492,3
32.6962789999997,-117.174165,2
32.759742,-117.16825,3
32.749651,-117.125632999999,2
32.780549,-117.242625,3
32.7715409999999,-117.188719,3
32.7097139999997,-117.158877,1
32.712823,-117.158604999999,1
32.710188,-117.168327,1
32.71781,-117.223716999999,2
32.710188,-117.168327,1
32.736035,-117.150983999999,2
32.8453179999998,-117.275471,3
32.7721459999999,-117.246919,3
32.7195979999997,-117.167627,1
32.748151,-117.214423,2
32.7193109999997,-117.172652,1
33.130195,-117.309033,6
32.714581,-117.163193,1
32.757356,-117.115872999999,2
32.7193109999997,-117.172652,1
33.4977579999997,-117.138474,
32.713849,-117.227284,2
32.8041559999999,-116.951994,5
32.7947429999997,-117.243461,3
32.76845,-117.025197,5
32.713123,-117.160019,1
32.709114,-117.166233,1
33.0407119999999,-117.288377,6
33.6663659999997,-117.329627,
32.775089,-117.251592,3
32.714091,-117.158953999999,1
32.625988,-115.450008999999,
32.723457,-117.227641,2
32.7895279999997,-117.203976,3
32.856673,-117.251582,3
32.7752819999997,-117.139911,3
32.7193109999997,-117.172652,1
32.601739,-115.469989,
32.870618,-117.225492,3
32.82896,-117.26492,3
32.724974,-117.226545,2
32.6871579999997,-117.120806,2
32.793149,-117.246981,3
32.720418,-117.158609,1
32.847174,-117.275362,3
32.4846119999998,-117.024641,
32.8480289999997,-117.275809,3
32.81134,-117.269045,3
32.759742,-117.16825,3
32.7542029999997,-117.144733,2
32.726196,-117.171768,2
32.713855,-117.158794,1
32.716036,-117.167002,1
32.721209,-117.170554999999,1
33.4564919999997,-117.106652999999,
32.741211,-117.232598,2
32.752723,-117.164285,2
32.9648299999999,-117.031532,3
32.704008,-117.157661,2
32.960718,-117.261195,3
32.710188,-117.168327,1
32.7130319999997,-117.124779,2
32.7866,-116.970476,5
32.707003,-117.158694,1
32.7484979999997,-117.238331,2
32.721454,-117.163238,1
32.870524,-117.231213999999,3
32.727068,-117.19786,2
32.624538,-115.452262,
32.7600219999999,-117.115467,2
32.710188,-117.168327,1
32.7088299999998,-117.167993999999,1
32.72059,-117.165887,1
33.0225149999998,-117.20053,6
32.753889,-117.139073,2
32.7588429999998,-117.182784,3
33.0998799999998,-117.070117,7
32.709114,-117.166233,1
32.749994,-117.129945,2
33.153018,-117.307855,6
32.870618,-117.225492,3
32.709114,-117.166233,1
32.913462,-117.155345,3
31.8869709999999,-116.610422,
32.704008,-117.157661,2
33.158616,-117.353956999999,6
32.714581,-117.163193,1
32.7092409999998,-117.159335,1
32.7549059999997,-117.19764,2
32.768118,-117.166728,3
32.723137,-117.170956,1
33.201518,-117.389349999999,6
32.716366,-117.163627,1
32.7652369999999,-117.150581,3
32.720418,-117.158609,1
32.801847,-117.258765,3
32.7700109999997,-117.160174,3
29.7857759999998,-95.8245093,
32.9511589999997,-117.233527,3
32.7192709999999,-117.164058999999,1
32.6889609999999,-117.204704,2
32.7539769999999,-117.188259,2
32.709114,-117.166233,1
32.735179,-117.179046,2
32.631765,-117.071018,4
32.725509,-117.202173,2
33.493696,-117.149694,
32.8550479999997,-117.25098,3
32.709114,-117.166233,1
32.757775,-117.081023,2
32.759587,-117.165025,3
32.789917,-117.252782999999,3
32.709114,-117.166233,1
32.716293,-117.162426999999,1
32.724291,-117.168341,1
32.532251,-117.036790999999,
32.7656449999999,-117.240424,3
32.651544,-117.072297,4
32.843325,-117.271033,3
32.7063569999997,-117.140231,2
32.717533,-117.166839999999,1
32.7503999999999,-117.170219,2
32.705886,-117.079293,2
33.1223189999997,-117.281244,6
32.754002,-117.215498,2
32.736431,-117.225165,2
32.980223,-117.269036,3
33.2040569999998,-117.385266,6
32.8546929999997,-117.254521,3
32.73519,-117.216247,2
33.136453,-117.083654,7
33.118025,-117.079012,7
33.116174,-117.101491,7
32.753483,-117.118183,2
32.706318,-117.142435,2
32.726196,-117.171768,2
32.8471959999997,-117.267404,3
32.644095,-117.073463,4
32.780549,-117.242625,3
32.6810329999999,-117.094039,2
34.413266,-119.68997,
32.738522,-117.159792,2
32.710188,-117.168327,1
32.9017899999997,-117.243799999999,3
32.704008,-117.157661,2
32.8026079999999,-117.235547999999,3
32.587743,-117.006365,4
32.7097139999997,-117.158877,1
33.18961,-117.36415,6
32.749526,-117.247635,2
32.965947,-117.116136,3
32.615974,-117.084064,4
32.6758579999998,-117.107003,2
32.7003089999997,-117.105213,2
32.6809689999997,-117.17832,2
33.037311,-116.876020999999,5
33.125664,-117.310765,6
32.716036,-117.167002,1
32.7558259999999,-117.197261,2
33.4934239999997,-117.148815,
32.758822,-117.175124,3
32.7688569999997,-117.147639,3
33.048794,-117.294133,6
32.724504,-117.167548,1
32.755529,-117.197232,2
32.8896519999997,-117.136653,3
32.831825,-117.276612,3
33.485438,-117.036793,
32.701281,-117.112534,2
33.020079,-117.202834999999,6
32.624538,-115.452262,
33.019021,-117.205196,6
32.7752819999997,-117.139911,3
32.593913,-117.037319999999,4
32.7112229999997,-117.160754,1
32.749498,-117.247035,2
32.7251809999999,-117.209053,2
32.75979,-117.167188999999,3
33.1262309999997,-117.310507,6
32.765543,-117.161655,3
32.858015,-117.253095,3
32.7350199999998,-117.217403,2
32.5408449999997,-116.969053,
33.037638,-116.876538,5
32.579565,-117.134409,
33.1360439999997,-117.054239,7
32.801743,-117.213911,3
33.4564919999997,-117.106652999999,
32.770673,-117.251621,3
32.767347,-117.237527,3
32.7204669999999,-117.159139,1
32.759587,-117.165025,3
33.167065,-117.216378,7
32.746194,-117.133917999999,2
32.866343,-116.905528,5
32.859236,-117.248402,3
33.0570749999997,-117.268274,6
33.413297,-111.932254,
32.759742,-117.16825,3
32.782099,-117.238454,3
33.042684,-117.287871999999,6
32.547795,-116.673918,
32.858015,-117.253095,3
32.7656449999999,-117.240424,3
32.7341819999997,-117.251397999999,2
32.76634,-117.05964,2
32.783495,-117.206048,3
32.7995239999997,-117.25792,3
33.1490969999997,-117.212534,7
32.727068,-117.19786,2
32.7721459999999,-117.246919,3
32.7993159999997,-117.253406,3
32.758465,-117.198098,2
32.7193109999997,-117.172652,1
32.6309529999997,-117.08947,4
32.751046,-117.233521,2
42.208562,-83.4749259,
33.194048,-117.381628,6
32.779311,-117.21088,3
32.704008,-117.157661,2
32.69946,-117.110952999999,2
32.747069,-117.089933,2
32.5321629999997,-117.036787,
32.707639,-117.125092,2
32.8302509999997,-117.277213,3
32.714581,-117.163193,1
32.723137,-117.170956,1
33.2000359999997,-117.242535,7
32.73519,-117.216247,2
32.638103,-115.448233,
33.135956,-117.162569,7
47.572305,-122.12309,
33.081851,-117.082327,7
32.780549,-117.242625,3
32.75979,-117.167188999999,3
32.720418,-117.158609,1
32.9280279999997,-116.567807,8
32.709114,-117.166233,1
32.51362,-117.112907,
32.7398579999997,-117.212875,2
33.157699,-117.35263,6
32.712823,-117.158604999999,1
32.548354,-116.973712,4
32.7558089999999,-117.208353,2
33.4934239999997,-117.148815,
33.158093,-117.350593,6
32.6314429999997,-117.135046,2
32.7868399999997,-117.239593,3
32.709114,-117.166233,1
32.6964929999997,-117.183098,2
32.763333,-117.117304,2
32.709114,-117.166233,1
32.6536639999999,-117.278639,
32.7116159999999,-117.059139,2
32.726196,-117.171768,2
32.7656449999999,-117.240424,3
32.751913,-117.250597,2
32.775333,-117.252412,3
32.7656449999999,-117.240424,3
32.690472,-117.346213,
32.709215,-117.152137,1
32.531691,-117.015637,
32.713123,-117.160019,1
32.7656449999999,-117.240424,3
32.781264,-117.166405999999,3
32.684843,-117.130015,2
33.158093,-117.350593,6
33.208151,-117.232814,7
32.707003,-117.158694,1
32.7851539999998,-117.166893,3
32.709114,-117.166233,1
32.717044,-117.171943,1
32.8023799999999,-117.254947,3
33.232534,-117.143285,7
32.709114,-117.166233,1
32.783284,-117.09335,3
32.709114,-117.166233,1
32.709114,-117.166233,1
32.741688,-117.170232,2
32.704008,-117.157661,2
33.4672249999999,-117.698100999999,
32.7113159999997,-117.15983,1
32.713281,-117.157189,1
32.714091,-117.158953999999,1
32.707549,-117.144167999999,2
32.704008,-117.157661,2
33.195869,-117.379482999999,6
32.6314429999997,-117.135046,2
32.70859,-117.158733,1
32.737164,-117.167447999999,2
32.712823,-117.158604999999,1
32.7251809999999,-117.209053,2
32.733116,-117.145245,2
32.9218759999997,-117.133584,3
33.9357329999999,-117.274201,
32.742789,-117.161207,2
32.8570989999997,-117.257462,3
32.909922,-117.100699,3
32.7495139999997,-117.131699,2
32.8549569999998,-117.258196,3
32.721209,-117.170554999999,1
32.9788879999997,-115.551388,
32.960934,-117.236203,3
32.713849,-117.227284,2
32.754739,-117.19768,2
33.828178,-118.171709,
32.711955,-117.170588,1
33.224401,-117.381514999999,6
33.494539,-117.644105999999,
32.749158,-117.226735,2
32.7413549999998,-117.225559,2
32.727068,-117.19786,2
32.515438,-117.011647,
33.194048,-117.381628,6
32.7193109999997,-117.172652,1
32.794958,-117.00736,3
32.583446,-117.04685,4
32.752991,-117.187967,2
32.9616279999997,-117.262082,3
32.524144,-117.110277,
33.216828,-117.224789,7
32.7846619999997,-117.252478,3
32.779311,-117.21088,3
33.195281,-117.253916,7
32.7424499999997,-117.061766,2
32.8029239999997,-117.217201,3
32.857987,-117.20459,3
32.730097,-117.123774,2
32.745648,-117.129416,2
32.7196459999997,-117.168615,1
32.721209,-117.170554999999,1
32.709114,-117.166233,1
32.8209689999997,-117.138407,3
32.777863,-117.171711,3
36.4909809999998,-118.825299,
32.749498,-117.247035,2
33.121315,-117.289342,6
32.7162039999997,-117.16155,1
32.748418,-117.136325,2
32.5248789999998,-117.016565,
32.8570989999997,-117.257462,3
32.8453179999998,-117.275471,3
32.6021009999997,-117.072579,4
32.681407,-117.179481999999,2
32.70859,-117.158733,1
32.710413,-117.124529,2
32.5223149999998,-117.064565,
32.8453179999998,-117.275471,3
32.9949379999997,-117.249206,6
33.195869,-117.379482999999,6
32.738722,-117.073358,2
32.751458,-117.200745,2
33.152835,-117.345499,6
33.3764189999998,-117.251146,7
32.7097139999997,-117.158877,1
32.807262,-117.218117,3
32.857857,-117.205554,3
32.690578,-117.183784,2
32.979081,-117.078886999999,3
32.754002,-117.215498,2
32.7988069999997,-117.24912,3
32.8562289999999,-117.254893999999,3
32.8210479999997,-117.138775,3
32.644193,-117.062363,4
33.099482,-117.285749999999,6
32.7582439999997,-117.170474,3
32.7249369999997,-117.189445,2
33.13114,-117.310929,6
32.763629,-117.156447,3
32.7132599999997,-117.159392999999,1
32.779311,-117.21088,3
33.2319419999997,-117.379403,6
32.77434,-117.251155999999,3
32.710847,-117.159047,1
32.7724419999997,-117.18787,3
32.8549569999998,-117.258196,3
32.544111,-117.029253,4
32.7510789999997,-117.237686,2
32.759742,-117.16825,3
32.770839,-117.249483,3
32.700116,-117.142422999999,2
30.9877609999999,-114.824493,
33.0824199999999,-117.309124999999,6
33.0369859999998,-117.291981,6
32.9457179999999,-117.255773,3
32.791569,-117.167649999999,3
32.8699099999997,-117.239714,3
32.7579679999997,-117.052755,5
33.494106,-117.154251,
32.6798229999998,-117.083106,2
32.754002,-117.215498,2
32.7517369999998,-117.231283,2
33.15307,-117.154283,7
32.7293689999997,-117.211668,2
32.6897519999998,-117.184282999999,2
32.7097139999998,-117.158877,1
33.159182,-117.352943,6
32.717927,-117.158225,1
33.208503,-117.017321,7
32.7656449999999,-117.240424,3
33.1934329999998,-117.381294,6
32.749699,-117.171004,2
32.726196,-117.171768,2
32.631835,-117.073728,4
32.8305739999998,-117.009179,5
33.160339,-117.332218,6
32.7629009999999,-117.167786,3
32.758335,-117.176865,3
33.205952,-117.394735,6
33.1634329999997,-117.181792,7
32.801309,-117.257553,3
32.845111,-117.268511,3
32.7656449999999,-117.240424,3
32.795681,-117.256007,3
32.5482069999997,-116.974556,4
32.7243169999999,-117.160933,2
33.181542,-117.372725,6
32.758822,-117.175124,3
32.9536769999999,-117.258564,3
32.722372,-117.165195,1
32.7994929999997,-117.236127,3
32.717044,-117.171943,1
32.8665549999997,-117.219015,3
32.7158749999997,-117.160842,1
32.767347,-117.237527,3
33.317841,-117.320511999999,6
32.7455769999997,-117.129707,2
32.704008,-117.157661,2
32.627653,-117.082487,4
32.9355479999997,-117.238299,3
32.785766,-117.009534,5
33.4934239999997,-117.148815,
32.756646,-117.115951999999,2
33.196845,-117.38632,6
32.75979,-117.167188999999,3
33.121439,-117.326099,6
32.9646869999997,-117.041803,3
32.5317989999999,-117.046302999999,
33.195869,-117.379482999999,6
32.759587,-117.165025,3
32.8048039999997,-117.241688,3
32.5345739999999,-117.048126,
32.7000299999997,-117.246683,2
32.870128,-117.237199,3
32.718699,-117.157846,1
32.758335,-117.176865,3
32.716957,-117.171817,1
32.7915479999998,-117.167788,3
33.206563,-117.310879,6
32.714469,-117.149246,1
32.710188,-117.168327,1
32.5775549999997,-117.073122,4
32.744774,-116.998915999999,5
32.94601,-117.09223,3
32.7656449999999,-117.240424,3
32.71934,-117.142668,2
32.7752819999997,-117.139911,3
32.75979,-117.167188999999,3
32.7721459999999,-117.246919,3
32.7981669999999,-117.085559,3
19.566519,-101.706829,
33.180318,-116.769189,8
32.506866,-117.005846,
32.751458,-117.200745,2
33.21688,-117.248141,7
33.3992969999997,-117.594309999999,
32.722386,-117.16348,1
32.702353,-117.150041,2
32.7103899999997,-117.161545,1
32.725918,-117.171679,2
32.725918,-117.171679,2
32.71193,-117.160326,1
32.732489,-117.168592,2
32.6991689999997,-117.185001,2
32.7684,-117.14839,3
33.035077,-117.0824,3
32.8286209999997,-117.11426,3
32.7130399999999,-117.227817,2
32.981132,-115.53391,
32.8042749999997,-117.237493,3
32.7251139999997,-117.22834,2
32.8297499999997,-117.146401999999,3
40.058323,-74.4056611999998,
32.727068,-117.19786,2
33.0439379999997,-117.2745,6
