origin_latitude,origin_longitude,municipal_zone
32.7491139999998,-117.161405,2
32.7970359999998,-117.179649,3
32.713666,-117.151961,1
32.7209229999999,-117.164782,1
32.745648,-117.129416,2
32.730316,-117.16668,2
32.804707,-117.236492,3
32.726196,-117.171768,2
32.72097,-117.156576,1
32.708458,-117.138154,2
32.754192,-117.186676,2
32.7293689999997,-117.211668,2
32.643619,-117.085328,4
32.822242,-117.189699,3
32.7157819999997,-117.163832,1
32.7525109999997,-117.165513,2
32.740754,-117.172237999999,2
32.726196,-117.171768,2
32.725602,-117.232906,2
32.753306,-117.117991,2
32.72616,-117.162093,2
32.7293689999997,-117.211668,2
32.7572779999999,-117.135137,2
32.7193109999997,-117.172652,1
32.7272079999997,-117.161188,2
32.5764819999998,-117.105718,4
32.7256039999997,-117.231416,2
32.7193109999997,-117.172652,1
32.724277,-117.026743,5
32.700175,-117.033143,2
32.678108,-117.099196,2
32.748153,-116.999928,5
32.6055229999997,-117.050771,4
32.7622489999997,-117.033779999999,5
32.5638209999997,-117.052791,4
32.749797,-117.171386,2
32.658726,-117.035417,4
33.202399,-117.386606,6
32.6194509999997,-117.075895,4
32.753171,-117.027378,5
32.8570989999997,-117.257462,3
32.7165049999997,-117.160476,1
32.9563729999999,-117.26322,3
32.514578,-117.037643,
33.5537149999997,-117.21389,
32.7753319999998,-117.060215,2
32.7637539999998,-117.005754,5
32.924028,-117.136052,3
32.676651,-117.092325,2
32.744774,-116.998915999999,5
32.7933129999997,-116.964053,5
33.016995,-117.05136,3
32.726649,-117.225897,2
32.6211759999997,-116.965214,4
32.7252549999997,-117.228911,2
32.692818,-117.129957,2
33.60455,-117.906347,
32.7686769999997,-117.171616,3
32.630239,-117.074588,4
32.80297,-117.118401,3
32.8115439999997,-117.050107999999,3
32.5824199999999,-117.11203,4
32.689543,-117.085162,2
32.8026079999999,-117.235547999999,3
32.958227,-117.231236999999,3
32.8570989999997,-117.257462,3
32.637815,-117.064994,4
32.6403439999998,-117.088284,4
32.6194509999997,-117.075895,4
32.766489,-117.180672,3
32.7765309999998,-117.066160999999,2
33.1192059999997,-117.086421,7
32.704203,-117.011025,5
32.7820329999997,-117.198319,3
32.8085499999997,-117.049985,3
32.741377,-117.055135,2
32.640107,-117.080754,4
32.705381,-117.047216,2
32.829458,-117.225346,3
32.7890489999998,-117.055888,3
32.8276439999999,-117.206227,3
32.712563,-117.165628,1
32.948999,-117.257914,3
32.7573,-117.083631999999,2
32.618636,-117.011775,4
32.745648,-117.129416,2
32.734676,-117.02329,5
32.740262,-117.100948,2
32.5731639999998,-117.058009,4
32.691248,-117.127444,2
32.740243,-117.098311,2
32.897632,-117.102587,3
32.6940189999997,-117.169126,2
32.7572959999997,-117.130207,2
32.75359,-117.21195,2
32.7563099999999,-117.186246,2
32.766613,-117.187704999999,3
32.750081,-117.194447,2
32.7540359999999,-117.206719,2
32.745648,-117.129416,2
32.761428,-117.042874,5
32.71578,-117.154721,1
32.6505259999999,-117.088086,4
32.514946,-117.038247,
32.802377,-117.134952,3
32.79599,-117.080507999999,3
32.755819,-117.025042,5
32.715853,-117.133787,2
32.663812,-116.971362,4
32.564351,-117.079136,4
32.5555719999997,-117.047023999999,4
33.005014,-117.092383,3
32.731053,-117.023266,5
32.5839399999997,-117.092724,4
32.7985929999997,-117.246378,3
32.7751769999999,-117.173745,3
32.642063,-117.086693999999,4
32.8635749999997,-116.917806,5
32.616461,-117.045795,4
32.748263,-117.101603999999,2
32.752169,-117.234041,2
32.7426249999997,-117.042916,5
32.7079889999997,-117.058206,2
32.6711779999997,-117.027338,2
33.0088799999997,-117.245294,6
32.745648,-117.129416,2
32.6423119999997,-117.079465,4
47.443235,-122.277091,
32.7574219999999,-117.147288,2
32.748069,-117.164747,2
32.638472,-117.088144,4
32.794316,-117.007884,3
32.702986,-117.14842,2
32.619242,-117.036604,4
32.813329,-116.958851999999,5
32.7445069999999,-117.140874999999,2
34.0858199999999,-118.382851,
33.978228,-117.704528999999,
32.687736,-117.068006999999,2
32.515366,-117.019823,
33.1436909999999,-117.03861,7
32.680948,-117.097877999999,2
32.791848,-117.199895,3
34.054907,-118.242643,
32.745648,-117.129416,2
32.744774,-116.998915999999,5
32.792934,-117.088976,3
32.6986139999999,-117.129416,2
33.7501269999999,-84.3885209,
32.850389,-117.272943,3
32.7574219999999,-117.147288,2
32.638513,-117.061755,4
32.834912,-116.758894,5
32.959069,-117.108097,3
32.704014,-117.049985,2
32.805832,-116.97957,5
32.7331569999999,-117.170796999999,2
32.7563889999999,-117.016946,5
32.7108709999999,-117.135728,2
32.7014179999999,-117.146957,2
32.579565,-117.134409,
32.583944,-117.113084,4
32.760027,-117.120451,2
32.707666,-117.130658999999,2
32.796322,-116.967581,5
32.583944,-117.113084,4
32.753134,-117.115787,2
33.1174019999999,-117.102552,7
32.745648,-117.129416,2
32.744774,-116.998915999999,5
32.744774,-116.998915999999,5
32.762394,-117.091176,2
32.744163,-117.001914,5
32.606729,-117.050442,4
32.754679,-117.134457,2
32.711739,-117.061755,2
32.731155,-117.227442,2
32.6400539999999,-117.084194999999,4
32.768599,-117.148008,3
32.745648,-117.129416,2
32.7545909999999,-117.196672,2
32.7737699999999,-117.145511,3
32.791569,-117.167649999999,3
32.6400539999999,-117.084194999999,4
32.745648,-117.129416,2
32.807532,-117.221767,3
,,
