unique_id,weight
1,8.194184090243732
2,7.183525596110235
3,8.194184090243732
4,7.183525596110235
5,7.183525596110235
6,8.194184090243732
7,1.8024101125307805
8,7.183525596110235
9,1.8024101125307805
10,7.183525596110235
11,7.183525596110235
12,7.183525596110235
13,1.8024101125307805
14,7.183525596110235
15,7.183525596110235
16,8.194184090243732
17,7.183525596110235
18,7.183525596110235
19,7.183525596110235
20,7.183525596110235
21,7.183525596110235
22,7.183525596110235
23,8.194184090243732
24,7.183525596110235
25,8.194184090243732
26,7.183525596110235
27,8.194184090243732
28,7.183525596110235
29,8.194184090243732
30,8.194184090243732
31,8.194184090243732
32,7.183525596110235
33,8.194184090243732
34,7.183525596110235
35,7.183525596110235
36,7.183525596110235
37,8.194184090243732
38,7.183525596110235
39,7.183525596110235
40,1.8024101125307805
41,1.8024101125307805
42,7.183525596110235
43,7.183525596110235
44,7.183525596110235
45,7.183525596110235
46,7.183525596110235
47,7.183525596110235
48,7.183525596110235
49,7.183525596110235
50,8.194184090243732
51,8.194184090243732
52,8.194184090243732
53,8.194184090243732
54,8.194184090243732
55,8.194184090243732
56,8.194184090243732
57,8.194184090243732
58,8.194184090243732
59,8.194184090243732
60,8.194184090243732
61,8.194184090243732
62,8.194184090243732
63,8.194184090243732
64,8.194184090243732
65,8.194184090243732
66,7.183525596110235
67,8.194184090243732
68,8.194184090243732
69,8.194184090243732
70,8.194184090243732
71,8.194184090243732
72,8.194184090243732
73,8.194184090243732
74,7.183525596110235
75,1.8024101125307805
76,8.194184090243732
77,7.183525596110235
78,8.194184090243732
79,8.194184090243732
80,8.194184090243732
81,8.194184090243732
82,7.183525596110235
83,8.194184090243732
84,8.194184090243732
85,8.194184090243732
86,8.194184090243732
87,8.194184090243732
88,1.8024101125307805
89,1.8024101125307805
90,1.8024101125307805
91,1.8024101125307805
92,1.8024101125307805
93,1.8024101125307805
94,1.8024101125307805
95,1.8024101125307805
96,1.8024101125307805
97,1.8024101125307805
98,1.8024101125307805
99,1.8024101125307805
100,1.8024101125307805
101,1.8024101125307805
102,1.8024101125307805
103,1.8024101125307805
104,1.8024101125307805
105,1.8024101125307805
106,1.8024101125307805
107,1.8024101125307805
108,8.194184090243732
109,7.183525596110235
110,8.194184090243732
111,8.194184090243732
112,8.194184090243732
113,7.183525596110235
114,8.194184090243732
115,8.194184090243732
116,8.194184090243732
117,1.8024101125307805
118,1.8024101125307805
119,1.8024101125307805
120,1.8024101125307805
121,1.8024101125307805
122,1.8024101125307805
123,1.8024101125307805
124,1.8024101125307805
125,1.8024101125307805
126,1.8024101125307805
127,1.8024101125307805
128,1.8024101125307805
129,1.8024101125307805
130,1.8024101125307805
131,1.8024101125307805
132,1.8024101125307805
133,1.8024101125307805
134,1.8024101125307805
135,1.8024101125307805
136,1.8024101125307805
137,1.8024101125307805
138,1.8024101125307805
139,1.8024101125307805
140,1.8024101125307805
141,1.8024101125307805
142,1.8024101125307805
143,1.8024101125307805
144,8.194184090243732
145,1.8024101125307805
146,1.8024101125307805
147,1.8024101125307805
148,1.8024101125307805
149,8.194184090243732
150,7.183525596110235
151,1.8024101125307805
152,7.183525596110235
153,1.8024101125307805
154,1.8024101125307805
155,1.8024101125307805
156,1.8024101125307805
157,1.8024101125307805
158,1.8024101125307805
159,7.183525596110235
160,7.183525596110235
161,1.8024101125307805
162,1.8024101125307805
163,1.8024101125307805
164,1.8024101125307805
165,7.183525596110235
166,1.8024101125307805
167,1.8024101125307805
168,7.183525596110235
169,7.183525596110235
170,8.194184090243732
171,8.194184090243732
172,8.194184090243732
173,8.194184090243732
174,8.194184090243732
175,8.194184090243732
176,8.194184090243732
177,8.194184090243732
178,8.194184090243732
179,8.194184090243732
180,8.194184090243732
181,8.194184090243732
182,8.194184090243732
183,8.194184090243732
184,8.194184090243732
185,8.194184090243732
186,8.194184090243732
187,7.183525596110235
188,8.194184090243732
189,8.194184090243732
190,8.194184090243732
191,8.194184090243732
192,8.194184090243732
193,8.194184090243732
194,7.183525596110235
195,8.194184090243732
196,8.194184090243732
197,8.194184090243732
198,8.194184090243732
199,8.194184090243732
200,8.194184090243732
201,8.194184090243732
202,7.183525596110235
203,8.194184090243732
204,8.194184090243732
205,8.194184090243732
206,8.194184090243732
207,8.194184090243732
208,8.194184090243732
209,8.194184090243732
210,8.194184090243732
211,8.194184090243732
212,8.194184090243732
213,8.194184090243732
214,8.194184090243732
215,8.194184090243732
216,8.194184090243732
217,8.194184090243732
218,8.194184090243732
219,8.194184090243732
220,8.194184090243732
221,8.194184090243732
222,8.194184090243732
223,8.194184090243732
224,8.194184090243732
225,7.183525596110235
226,8.194184090243732
227,8.194184090243732
228,8.194184090243732
229,8.194184090243732
230,8.194184090243732
231,8.194184090243732
232,8.194184090243732
233,8.194184090243732
234,8.194184090243732
235,8.194184090243732
236,8.194184090243732
237,8.194184090243732
238,8.194184090243732
239,8.194184090243732
240,8.194184090243732
241,8.194184090243732
242,8.194184090243732
243,8.194184090243732
244,8.194184090243732
245,8.194184090243732
246,8.194184090243732
247,8.194184090243732
248,8.194184090243732
249,8.194184090243732
250,8.194184090243732
251,8.194184090243732
252,8.194184090243732
253,8.194184090243732
254,7.183525596110235
255,8.194184090243732
256,8.194184090243732
257,8.194184090243732
258,8.194184090243732
259,8.194184090243732
260,8.194184090243732
261,8.194184090243732
262,8.194184090243732
263,8.194184090243732
264,8.194184090243732
265,7.183525596110235
266,8.194184090243732
267,8.194184090243732
268,8.194184090243732
269,8.194184090243732
270,8.194184090243732
271,8.194184090243732
272,8.194184090243732
273,8.194184090243732
274,8.194184090243732
275,8.194184090243732
276,8.194184090243732
277,8.194184090243732
278,8.194184090243732
279,8.194184090243732
280,8.194184090243732
281,8.194184090243732
282,8.194184090243732
283,8.194184090243732
284,8.194184090243732
285,7.183525596110235
286,8.194184090243732
287,8.194184090243732
288,8.194184090243732
289,8.194184090243732
290,8.194184090243732
291,8.194184090243732
292,8.194184090243732
293,1.8024101125307805
294,8.194184090243732
295,8.194184090243732
296,8.194184090243732
297,8.194184090243732
298,8.194184090243732
299,8.194184090243732
300,8.194184090243732
301,8.194184090243732
302,8.194184090243732
303,8.194184090243732
304,8.194184090243732
305,8.194184090243732
306,8.194184090243732
307,8.194184090243732
308,8.194184090243732
309,8.194184090243732
310,8.194184090243732
311,8.194184090243732
312,8.194184090243732
313,8.194184090243732
314,8.194184090243732
315,8.194184090243732
316,8.194184090243732
317,8.194184090243732
318,8.194184090243732
319,8.194184090243732
320,8.194184090243732
321,8.194184090243732
322,8.194184090243732
323,8.194184090243732
324,8.194184090243732
325,8.194184090243732
326,8.194184090243732
327,8.194184090243732
328,8.194184090243732
329,8.194184090243732
330,8.194184090243732
331,8.194184090243732
332,7.183525596110235
333,8.194184090243732
334,8.194184090243732
335,8.194184090243732
336,8.194184090243732
337,7.183525596110235
338,8.194184090243732
339,8.194184090243732
340,8.194184090243732
341,8.194184090243732
342,8.194184090243732
343,8.194184090243732
344,1.8024101125307805
345,8.194184090243732
346,1.8024101125307805
347,1.8024101125307805
348,1.8024101125307805
349,1.8024101125307805
350,8.194184090243732
351,7.183525596110235
352,7.183525596110235
353,7.183525596110235
354,8.194184090243732
355,1.8024101125307805
356,8.194184090243732
357,8.194184090243732
358,8.194184090243732
359,7.183525596110235
360,7.183525596110235
361,7.183525596110235
362,8.194184090243732
363,8.194184090243732
364,8.194184090243732
365,8.194184090243732
366,8.194184090243732
